name,num_qubits,width,depth,num_cnot,num_t,num_2qbit,num_3qbit
wstate_indep_qiskit_101.qasm,101,202,203,100,0,200,0
su2random_indep_qiskit_10.qasm,10,20,42,135,0,135,0
qpeexact_indep_qiskit_10.qasm,10,19,25,0,0,47,0
qpeexact_indep_qiskit_122.qasm,122,243,365,0,0,7441,0
qnn_indep_qiskit_97.qasm,97,194,965,18720,0,18720,0
twolocalrandom_indep_qiskit_63.qasm,63,126,254,5859,0,5859,0
realamprandom_indep_qiskit_125.qasm,125,250,502,23250,0,23250,0
qnn_indep_qiskit_126.qasm,126,252,1255,31625,0,31625,0
twolocalrandom_indep_qiskit_6.qasm,6,12,26,45,0,45,0
qnn_indep_qiskit_78.qasm,78,156,775,12089,0,12089,0
qftentangled_indep_qiskit_101.qasm,101,202,205,100,0,5200,0
random_indep_qiskit_113.qasm,113,226,1570,8100,395,15050,868
realamprandom_indep_qiskit_19.qasm,19,38,78,513,0,513,0
ae_indep_qiskit_17.qasm,17,34,96,32,0,152,0
wstate_indep_qiskit_35.qasm,35,70,71,34,0,68,0
graphstate_indep_qiskit_23.qasm,23,46,6,0,0,23,0
ghz_indep_qiskit_113.qasm,113,226,114,112,0,112,0
qpeexact_indep_qiskit_47.qasm,47,93,140,0,0,1104,0
su2random_indep_qiskit_47.qasm,47,94,190,3243,0,3243,0
pricingput_indep_qiskit_7.qasm,7,14,55,24,0,27,12
dj_indep_qiskit_58.qasm,58,115,60,57,0,57,0
twolocalrandom_indep_qiskit_34.qasm,34,68,138,1683,0,1683,0
ghz_indep_qiskit_92.qasm,92,184,93,91,0,91,0
portfoliovqe_indep_qiskit_12.qasm,12,24,50,0,0,198,0
ae_indep_qiskit_83.qasm,83,166,492,164,0,3485,0
qft_indep_qiskit_129.qasm,129,387,259,0,0,8320,0
qftentangled_indep_qiskit_55.qasm,55,110,113,54,0,1566,0
random_indep_qiskit_73.qasm,73,146,967,3302,186,6157,358
realamprandom_indep_qiskit_62.qasm,62,124,250,5673,0,5673,0
qpeinexact_indep_qiskit_61.qasm,61,121,182,0,0,1860,0
qft_indep_qiskit_73.qasm,73,219,147,0,0,2664,0
ae_indep_qiskit_127.qasm,127,254,756,252,0,8127,0
realamprandom_indep_qiskit_4.qasm,4,8,18,18,0,18,0
graphstate_indep_qiskit_58.qasm,58,116,9,0,0,58,0
qnn_indep_qiskit_54.qasm,54,108,535,5777,0,5777,0
su2random_indep_qiskit_121.qasm,121,242,486,21780,0,21780,0
dj_indep_qiskit_23.qasm,23,45,25,22,0,22,0
realamprandom_indep_qiskit_109.qasm,109,218,438,17658,0,17658,0
dj_indep_qiskit_122.qasm,122,243,124,121,0,121,0
wstate_indep_qiskit_19.qasm,19,38,39,18,0,36,0
qpeexact_indep_qiskit_84.qasm,84,167,251,0,0,3527,0
qpeinexact_indep_qiskit_36.qasm,36,71,107,0,0,647,0
su2random_indep_qiskit_84.qasm,84,168,338,10458,0,10458,0
qft_indep_qiskit_24.qasm,24,72,49,0,0,288,0
random_indep_qiskit_24.qasm,24,48,295,368,15,684,42
realamprandom_indep_qiskit_35.qasm,35,70,142,1785,0,1785,0
twolocalrandom_indep_qiskit_117.qasm,117,234,470,20358,0,20358,0
ghz_indep_qiskit_51.qasm,51,102,52,50,0,50,0
twolocalrandom_indep_qiskit_18.qasm,18,36,74,459,0,459,0
dj_indep_qiskit_74.qasm,74,147,76,73,0,73,0
ghz_indep_qiskit_129.qasm,129,258,130,128,0,128,0
random_indep_qiskit_129.qasm,129,258,1840,10577,529,19662,1154
qftentangled_indep_qiskit_14.qasm,14,28,31,13,0,111,0
graphstate_indep_qiskit_109.qasm,109,218,9,0,0,109,0
realamprandom_indep_qiskit_23.qasm,23,46,94,759,0,759,0
random_indep_qiskit_32.qasm,32,64,391,677,29,1223,75
qft_indep_qiskit_32.qasm,32,96,65,0,0,512,0
su2random_indep_qiskit_92.qasm,92,184,370,12558,0,12558,0
qpeinexact_indep_qiskit_20.qasm,20,39,59,0,0,199,0
qpeexact_indep_qiskit_92.qasm,92,183,275,0,0,4231,0
graphstate_indep_qiskit_19.qasm,19,38,6,0,0,19,0
qftentangled_indep_qiskit_3.qasm,3,6,9,2,0,6,1
qpeinexact_indep_qiskit_127.qasm,127,253,380,0,0,8064,0
qnn_indep_qiskit_15.qasm,15,30,145,434,0,434,0
ghz_indep_qiskit_47.qasm,47,94,48,46,0,46,0
twolocalrandom_indep_qiskit_101.qasm,101,202,406,15150,0,15150,0
dj_indep_qiskit_62.qasm,62,123,64,61,0,61,0
qpeinexact_indep_qiskit_98.qasm,98,195,293,0,0,4801,0
ae_indep_qiskit_95.qasm,95,190,564,188,0,4559,0
qpeexact_indep_qiskit_118.qasm,118,235,353,0,0,6961,0
wstate_indep_qiskit_58.qasm,58,116,117,57,0,114,0
qft_indep_qiskit_65.qasm,65,195,131,0,0,2112,0
qpeinexact_indep_qiskit_77.qasm,77,153,230,0,0,2964,0
realamprandom_indep_qiskit_74.qasm,74,148,298,8103,0,8103,0
random_indep_qiskit_65.qasm,65,130,807,2639,125,4943,274
qftentangled_indep_qiskit_43.qasm,43,86,89,42,0,966,0
qpeinexact_indep_qiskit_9.qasm,9,17,26,0,0,40,0
ghz_indep_qiskit_10.qasm,10,20,11,9,0,9,0
qnn_indep_qiskit_42.qasm,42,84,415,3485,0,3485,0
twolocalrandom_indep_qiskit_59.qasm,59,118,238,5133,0,5133,0
dj_indep_qiskit_35.qasm,35,69,37,34,0,34,0
grover-noancilla_indep_qiskit_8.qasm,8,16,3034,1504,0,3024,0
dj_indep_qiskit_42.qasm,42,83,44,41,0,41,0
ghz_indep_qiskit_88.qasm,88,176,89,87,0,87,0
qpeinexact_indep_qiskit_107.qasm,107,213,320,0,0,5724,0
qnn_indep_qiskit_35.qasm,35,70,345,2414,0,2414,0
ghz_indep_qiskit_67.qasm,67,134,68,66,0,66,0
twolocalrandom_indep_qiskit_121.qasm,121,242,486,21780,0,21780,0
random_indep_qiskit_109.qasm,109,218,1422,7213,342,13536,807
qftentangled_indep_qiskit_34.qasm,34,68,71,33,0,611,0
wstate_indep_qiskit_2.qasm,2,4,5,1,0,3,0
graphstate_indep_qiskit_129.qasm,129,258,9,0,0,129,0
graphstate_indep_qiskit_6.qasm,6,12,7,0,0,6,0
random_indep_qiskit_12.qasm,12,24,103,83,3,165,6
qft_indep_qiskit_12.qasm,12,36,25,0,0,72,0
graphstate_indep_qiskit_39.qasm,39,78,7,0,0,39,0
dj_indep_qiskit_114.qasm,114,227,116,113,0,113,0
ghz_indep_qiskit_109.qasm,109,218,110,108,0,108,0
twolocalrandom_indep_qiskit_79.qasm,79,158,318,9243,0,9243,0
dj_indep_qiskit_15.qasm,15,29,17,14,0,14,0
ghz_indep_qiskit_30.qasm,30,60,31,29,0,29,0
su2random_indep_qiskit_117.qasm,117,234,470,20358,0,20358,0
twolocalrandom_indep_qiskit_96.qasm,96,192,386,13680,0,13680,0
qnn_indep_qiskit_62.qasm,62,124,615,7625,0,7625,0
wstate_indep_qiskit_78.qasm,78,156,157,77,0,154,0
routing_indep_qiskit_6.qasm,6,12,14,15,0,15,0
portfolioqaoa_indep_qiskit_9.qasm,9,27,39,0,0,108,0
qft_indep_qiskit_2.qasm,2,6,5,0,0,3,0
ae_indep_qiskit_111.qasm,111,222,660,220,0,6215,0
qft_indep_qiskit_45.qasm,45,135,91,0,0,1012,0
qpeinexact_indep_qiskit_57.qasm,57,113,170,0,0,1624,0
realamprandom_indep_qiskit_54.qasm,54,108,218,4293,0,4293,0
random_indep_qiskit_45.qasm,45,90,532,1307,63,2318,143
qftentangled_indep_qiskit_63.qasm,63,126,129,62,0,2046,0
graphstate_indep_qiskit_81.qasm,81,162,9,0,0,81,0
wstate_indep_qiskit_97.qasm,97,194,195,96,0,192,0
realamprandom_indep_qiskit_129.qasm,129,258,518,24768,0,24768,0
qnn_indep_qiskit_74.qasm,74,148,735,10877,0,10877,0
twolocalrandom_indep_qiskit_80.qasm,80,160,322,9480,0,9480,0
su2random_indep_qiskit_101.qasm,101,202,406,15150,0,15150,0
ghz_indep_qiskit_26.qasm,26,52,27,25,0,25,0
qftentangled_indep_qiskit_75.qasm,75,150,153,74,0,2886,0
qft_indep_qiskit_109.qasm,109,327,219,0,0,5940,0
random_indep_qiskit_53.qasm,53,106,665,1788,92,3163,193
realamprandom_indep_qiskit_42.qasm,42,84,170,2583,0,2583,0
qpeinexact_indep_qiskit_41.qasm,41,81,122,0,0,840,0
qft_indep_qiskit_53.qasm,53,159,107,0,0,1404,0
ae_indep_qiskit_107.qasm,107,214,636,212,0,5777,0
graphstate_indep_qiskit_78.qasm,78,156,10,0,0,78,0
wstate_indep_qiskit_81.qasm,81,162,163,80,0,160,0
graphstate_indep_qiskit_97.qasm,97,194,12,0,0,97,0
twolocalrandom_indep_qiskit_38.qasm,38,76,154,2109,0,2109,0
dj_indep_qiskit_54.qasm,54,107,56,53,0,53,0
ghz_indep_qiskit_71.qasm,71,142,72,70,0,70,0
qnn_indep_qiskit_23.qasm,23,46,225,1034,0,1034,0
qpeinexact_indep_qiskit_111.qasm,111,221,332,0,0,6160,0
dj_indep_qiskit_102.qasm,102,203,104,101,0,101,0
wstate_indep_qiskit_39.qasm,39,78,79,38,0,76,0
dj_indep_qiskit_6.qasm,6,11,8,5,0,5,0
qpeinexact_indep_qiskit_16.qasm,16,31,47,0,0,127,0
realamprandom_indep_qiskit_15.qasm,15,30,62,315,0,315,0
qftentangled_indep_qiskit_22.qasm,22,44,47,21,0,263,0
random_indep_qiskit_3.qasm,3,6,11,2,0,6,2
vqe_indep_qiskit_3.qasm,3,6,8,4,0,4,1
qnn_indep_qiskit_106.qasm,106,212,1055,22365,0,22365,0
qnn_indep_qiskit_58.qasm,58,116,575,6669,0,6669,0
qftentangled_indep_qiskit_121.qasm,121,242,245,120,0,7440,0
twolocalrandom_indep_qiskit_43.qasm,43,86,174,2709,0,2709,0
realamprandom_indep_qiskit_105.qasm,105,210,422,16380,0,16380,0
wstate_indep_qiskit_121.qasm,121,242,243,120,0,240,0
qpeinexact_indep_qiskit_82.qasm,82,163,245,0,0,3361,0
su2random_indep_qiskit_30.qasm,30,60,122,1305,0,1305,0
qft_indep_qiskit_90.qasm,90,270,181,0,0,4050,0
random_indep_qiskit_90.qasm,90,180,1182,5080,258,9379,558
realamprandom_indep_qiskit_81.qasm,81,162,326,9720,0,9720,0
qpeexact_indep_qiskit_30.qasm,30,59,87,0,0,448,0
qpeexact_indep_qiskit_102.qasm,102,203,305,0,0,5201,0
ae_indep_qiskit_60.qasm,60,120,354,118,0,1829,0
wstate_indep_qiskit_42.qasm,42,84,85,41,0,82,0
graphstate_indep_qiskit_54.qasm,54,108,10,0,0,54,0
portfolioqaoa_indep_qiskit_10.qasm,10,30,43,0,0,135,0
realamprandom_indep_qiskit_8.qasm,8,16,34,84,0,84,0
qftentangled_indep_qiskit_59.qasm,59,118,121,58,0,1798,0
qft_indep_qiskit_125.qasm,125,375,251,0,0,7812,0
grover-v-chain_indep_qiskit_7.qasm,7,14,271,120,0,244,20
dj_indep_qiskit_97.qasm,97,193,99,96,0,96,0
pricingput_indep_qiskit_21.qasm,21,42,2176,1068,0,1078,54
dj_indep_qiskit_78.qasm,78,155,80,77,0,77,0
twolocalrandom_indep_qiskit_14.qasm,14,28,58,273,0,273,0
qpeexact_indep_qiskit_67.qasm,67,133,200,0,0,2244,0
su2random_indep_qiskit_67.qasm,67,134,270,6633,0,6633,0
graphstate_indep_qiskit_113.qasm,113,226,9,0,0,113,0
random_indep_qiskit_28.qasm,28,56,337,511,23,905,49
realamprandom_indep_qiskit_39.qasm,39,78,158,2223,0,2223,0
su2random_indep_qiskit_88.qasm,88,176,354,11484,0,11484,0
qft_indep_qiskit_28.qasm,28,84,57,0,0,392,0
qpeexact_indep_qiskit_88.qasm,88,175,263,0,0,3871,0
grover-v-chain_indep_qiskit_11.qasm,11,22,2107,1008,0,2024,72
ae_indep_qiskit_37.qasm,37,74,216,72,0,702,0
wstate_indep_qiskit_15.qasm,15,30,31,14,0,28,0
dj_indep_qiskit_81.qasm,81,161,83,80,0,80,0
qnn_indep_qiskit_19.qasm,19,38,185,702,0,702,0
su2random_indep_qiskit_71.qasm,71,142,286,7455,0,7455,0
qpeexact_indep_qiskit_71.qasm,71,141,212,0,0,2520,0
ghz_indep_qiskit_125.qasm,125,250,126,124,0,124,0
graphstate_indep_qiskit_15.qasm,15,30,10,0,0,15,0
ae_indep_qiskit_21.qasm,21,42,120,40,0,230,0
graphstate_indep_qiskit_105.qasm,105,210,9,0,0,105,0
qftentangled_indep_qiskit_18.qasm,18,36,39,17,0,179,0
random_indep_qiskit_125.qasm,125,250,1656,9623,494,17911,1066
qnn_indep_qiskit_110.qasm,110,220,1095,24089,0,24089,0
qpeinexact_indep_qiskit_5.qasm,5,9,14,0,0,12,0
dj_indep_qiskit_39.qasm,39,77,41,38,0,38,0
realamprandom_indep_qiskit_113.qasm,113,226,454,18984,0,18984,0
twolocalrandom_indep_qiskit_55.qasm,55,110,222,4455,0,4455,0
qpeexact_indep_qiskit_114.qasm,114,227,341,0,0,6497,0
ae_indep_qiskit_99.qasm,99,198,588,196,0,4949,0
qpeexact_indep_qiskit_26.qasm,26,51,77,0,0,337,0
realamprandom_indep_qiskit_97.qasm,97,194,390,13968,0,13968,0
random_indep_qiskit_86.qasm,86,172,1144,4750,215,8854,510
qft_indep_qiskit_86.qasm,86,258,173,0,0,3698,0
su2random_indep_qiskit_26.qasm,26,52,106,975,0,975,0
qpeinexact_indep_qiskit_94.qasm,94,187,281,0,0,4417,0
realamprandom_indep_qiskit_78.qasm,78,156,314,9009,0,9009,0
random_indep_qiskit_69.qasm,69,138,890,2987,137,5513,337
qft_indep_qiskit_69.qasm,69,207,139,0,0,2380,0
graphstate_indep_qiskit_42.qasm,42,84,7,0,0,42,0
wstate_indep_qiskit_54.qasm,54,108,109,53,0,106,0
ae_indep_qiskit_76.qasm,76,152,450,150,0,2925,0
ghz_indep_qiskit_17.qasm,17,34,18,16,0,16,0
su2random_indep_qiskit_130.qasm,130,260,522,25155,0,25155,0
qnn_indep_qiskit_45.qasm,45,90,445,4004,0,4004,0
dj_indep_qiskit_32.qasm,32,63,34,31,0,31,0
realamprandom_indep_qiskit_118.qasm,118,236,474,20709,0,20709,0
qwalk-v-chain_indep_qiskit_13.qasm,13,26,230,6,0,6,216
ae_indep_qiskit_92.qasm,92,184,546,182,0,4277,0
realamprandom_indep_qiskit_73.qasm,73,146,294,7884,0,7884,0
random_indep_qiskit_62.qasm,62,124,767,2412,129,4358,244
qpeinexact_indep_qiskit_70.qasm,70,139,209,0,0,2449,0
qft_indep_qiskit_62.qasm,62,186,125,0,0,1922,0
qftentangled_indep_qiskit_44.qasm,44,88,91,43,0,1011,0
graphstate_indep_qiskit_49.qasm,49,98,7,0,0,49,0
qnn_indep_qiskit_12.qasm,12,24,115,275,0,275,0
qftentangled_indep_qiskit_4.qasm,4,8,11,3,0,11,0
qpeinexact_indep_qiskit_120.qasm,120,239,359,0,0,7199,0
ghz_indep_qiskit_40.qasm,40,80,41,39,0,39,0
twolocalrandom_indep_qiskit_106.qasm,106,212,426,16695,0,16695,0
dj_indep_qiskit_65.qasm,65,129,67,64,0,64,0
qpeexact_indep_qiskit_95.qasm,95,189,284,0,0,4512,0
qftentangled_indep_qiskit_13.qasm,13,26,29,12,0,96,0
qpeinexact_indep_qiskit_27.qasm,27,53,80,0,0,364,0
qft_indep_qiskit_35.qasm,35,105,71,0,0,612,0
su2random_indep_qiskit_95.qasm,95,190,382,13395,0,13395,0
realamprandom_indep_qiskit_24.qasm,24,48,98,828,0,828,0
random_indep_qiskit_35.qasm,35,70,386,747,37,1416,84
twolocalrandom_indep_qiskit_110.qasm,110,220,442,17985,0,17985,0
ghz_indep_qiskit_56.qasm,56,112,57,55,0,55,0
dj_indep_qiskit_73.qasm,73,145,75,72,0,72,0
random_indep_qiskit_23.qasm,23,46,229,297,23,577,37
realamprandom_indep_qiskit_32.qasm,32,64,130,1488,0,1488,0
su2random_indep_qiskit_83.qasm,83,166,334,10209,0,10209,0
qft_indep_qiskit_23.qasm,23,69,47,0,0,264,0
qpeinexact_indep_qiskit_31.qasm,31,61,92,0,0,480,0
graphstate_indep_qiskit_118.qasm,118,236,8,0,0,118,0
dj_indep_qiskit_125.qasm,125,249,127,124,0,124,0
qpeexact_indep_qiskit_83.qasm,83,165,248,0,0,3444,0
random_indep_qiskit_8.qasm,8,16,50,33,2,61,1
vqe_indep_qiskit_8.qasm,8,16,13,14,0,14,0
qnn_indep_qiskit_53.qasm,53,106,525,5564,0,5564,0
su2random_indep_qiskit_126.qasm,126,252,506,23625,0,23625,0
twolocalrandom_indep_qiskit_48.qasm,48,96,194,3384,0,3384,0
dj_indep_qiskit_24.qasm,24,47,26,23,0,23,0
qpeinexact_indep_qiskit_89.qasm,89,177,266,0,0,3960,0
ae_indep_qiskit_84.qasm,84,168,498,166,0,3569,0
qpeexact_indep_qiskit_109.qasm,109,217,326,0,0,5940,0
realamprandom_indep_qiskit_3.qasm,3,6,14,9,0,9,1
ae_indep_qiskit_120.qasm,120,240,714,238,0,7259,0
wstate_indep_qiskit_49.qasm,49,98,99,48,0,96,0
qftentangled_indep_qiskit_52.qasm,52,104,107,51,0,1403,0
qft_indep_qiskit_74.qasm,74,222,149,0,0,2738,0
qpeinexact_indep_qiskit_66.qasm,66,131,197,0,0,2177,0
qwalk-noancilla_indep_qiskit_5.qasm,5,10,404,198,0,252,6
random_indep_qiskit_74.qasm,74,148,953,3428,169,6382,396
realamprandom_indep_qiskit_65.qasm,65,130,262,6240,0,6240,0
ghz_indep_qiskit_95.qasm,95,190,96,94,0,94,0
twolocalrandom_indep_qiskit_33.qasm,33,66,134,1584,0,1584,0
qnn_indep_qiskit_28.qasm,28,56,275,1539,0,1539,0
portfoliovqe_indep_qiskit_15.qasm,15,30,62,0,0,315,0
dj_indep_qiskit_109.qasm,109,217,111,108,0,108,0
wstate_indep_qiskit_32.qasm,32,64,65,31,0,62,0
graphstate_indep_qiskit_24.qasm,24,48,7,0,0,24,0
ae_indep_qiskit_10.qasm,10,20,54,18,0,54,0
shor_9_4_indep_qiskit_18.qasm,18,36,6214,2048,0,8160,32
qftentangled_indep_qiskit_29.qasm,29,58,61,28,0,448,0
random_indep_qiskit_114.qasm,114,228,1562,8321,369,15418,896
su2random_indep_qiskit_40.qasm,40,80,162,2340,0,2340,0
su2random_indep_qiskit_6.qasm,6,12,26,45,0,45,0
ghz_indep_qiskit_114.qasm,114,228,115,113,0,113,0
qpeexact_indep_qiskit_40.qasm,40,79,119,0,0,799,0
realamprandom_indep_qiskit_122.qasm,122,244,490,22143,0,22143,0
qpeexact_indep_qiskit_7.qasm,7,13,16,0,0,22,0
qnn_indep_qiskit_90.qasm,90,180,895,16109,0,16109,0
twolocalrandom_indep_qiskit_64.qasm,64,128,258,6048,0,6048,0
qftentangled_indep_qiskit_106.qasm,106,212,215,105,0,5723,0
qnn_indep_qiskit_121.qasm,121,242,1205,29160,0,29160,0
random_indep_qiskit_58.qasm,58,116,708,2144,105,3824,223
realamprandom_indep_qiskit_49.qasm,49,98,198,3528,0,3528,0
qft_indep_qiskit_58.qasm,58,174,117,0,0,1682,0
qft_indep_qiskit_102.qasm,102,306,205,0,0,5202,0
wstate_indep_qiskit_65.qasm,65,130,131,64,0,128,0
graphstate_indep_qiskit_73.qasm,73,146,8,0,0,73,0
ae_indep_qiskit_47.qasm,47,94,276,92,0,1127,0
qwalk-v-chain_indep_qiskit_29.qasm,29,58,1190,6,0,6,1176
qpeexact_indep_qiskit_17.qasm,17,33,50,0,0,144,0
qpeexact_indep_qiskit_125.qasm,125,249,374,0,0,7812,0
wstate_indep_qiskit_106.qasm,106,212,213,105,0,210,0
vqe_indep_qiskit_13.qasm,13,26,18,24,0,24,0
qftentangled_indep_qiskit_91.qasm,91,182,185,90,0,4230,0
su2random_indep_qiskit_17.qasm,17,34,70,408,0,408,0
twolocalrandom_indep_qiskit_72.qasm,72,144,290,7668,0,7668,0
qnn_indep_qiskit_86.qasm,86,172,855,14705,0,14705,0
qnn_indep_qiskit_69.qasm,69,138,685,9452,0,9452,0
qftentangled_indep_qiskit_110.qasm,110,220,223,109,0,6159,0
qft_indep_qiskit_9.qasm,9,27,19,0,0,40,0
ae_indep_qiskit_51.qasm,51,102,300,100,0,1325,0
graphstate_indep_qiskit_65.qasm,65,130,8,0,0,65,0
wstate_indep_qiskit_73.qasm,73,146,147,72,0,144,0
qftentangled_indep_qiskit_68.qasm,68,136,139,67,0,2379,0
qft_indep_qiskit_114.qasm,114,342,229,0,0,6498,0
qftentangled_indep_qiskit_87.qasm,87,174,177,86,0,3870,0
wstate_indep_qiskit_110.qasm,110,220,221,109,0,218,0
dj_indep_qiskit_49.qasm,49,97,51,48,0,48,0
grover-noancilla_indep_qiskit_3.qasm,3,6,10,3,0,6,1
qaoa_indep_qiskit_4.qasm,4,8,9,0,0,8,0
twolocalrandom_indep_qiskit_25.qasm,25,50,102,900,0,900,0
ghz_indep_qiskit_83.qasm,83,166,84,82,0,82,0
random_indep_qiskit_19.qasm,19,38,185,229,11,409,15
qft_indep_qiskit_19.qasm,19,57,39,0,0,180,0
random_indep_qiskit_102.qasm,102,204,1412,6565,305,12138,713
wstate_indep_qiskit_9.qasm,9,18,19,8,0,16,0
graphstate_indep_qiskit_122.qasm,122,244,10,0,0,122,0
graphstate_indep_qiskit_32.qasm,32,64,8,0,0,32,0
wstate_indep_qiskit_24.qasm,24,48,49,23,0,46,0
qpeexact_indep_qiskit_56.qasm,56,111,167,0,0,1567,0
ghz_indep_qiskit_102.qasm,102,204,103,101,0,101,0
qwalk-noancilla_indep_qiskit_11.qasm,11,22,24452,12222,0,24336,6
su2random_indep_qiskit_56.qasm,56,112,226,4620,0,4620,0
qpeinexact_indep_qiskit_93.qasm,93,185,278,0,0,4324,0
qft_indep_qiskit_81.qasm,81,243,163,0,0,3280,0
su2random_indep_qiskit_21.qasm,21,42,86,630,0,630,0
realamprandom_indep_qiskit_90.qasm,90,180,362,12015,0,12015,0
random_indep_qiskit_81.qasm,81,162,1069,4053,192,7577,440
wstate_indep_qiskit_130.qasm,130,260,261,129,0,258,0
qpeexact_indep_qiskit_113.qasm,113,225,338,0,0,6384,0
qpeexact_indep_qiskit_21.qasm,21,41,62,0,0,220,0
ae_indep_qiskit_71.qasm,71,142,420,140,0,2555,0
graphstate_indep_qiskit_45.qasm,45,90,9,0,0,45,0
wstate_indep_qiskit_53.qasm,53,106,107,52,0,104,0
qftentangled_indep_qiskit_48.qasm,48,96,99,47,0,1199,0
qpeinexact_indep_qiskit_2.qasm,2,3,4,0,0,2,0
qnn_indep_qiskit_117.qasm,117,234,1165,27260,0,27260,0
qnn_indep_qiskit_49.qasm,49,98,485,4752,0,4752,0
qftentangled_indep_qiskit_130.qasm,130,260,263,129,0,8579,0
twolocalrandom_indep_qiskit_52.qasm,52,104,210,3978,0,3978,0
realamprandom_indep_qiskit_114.qasm,114,228,458,19323,0,19323,0
qpeexact_indep_qiskit_76.qasm,76,151,227,0,0,2887,0
ghz_indep_qiskit_122.qasm,122,244,123,121,0,121,0
su2random_indep_qiskit_76.qasm,76,152,306,8550,0,8550,0
realamprandom_indep_qiskit_28.qasm,28,56,114,1134,0,1134,0
random_indep_qiskit_39.qasm,39,78,472,967,47,1789,97
qft_indep_qiskit_39.qasm,39,117,79,0,0,760,0
su2random_indep_qiskit_99.qasm,99,198,398,14553,0,14553,0
random_indep_qiskit_122.qasm,122,244,1698,9379,484,17379,956
graphstate_indep_qiskit_102.qasm,102,204,8,0,0,102,0
ae_indep_qiskit_26.qasm,26,52,150,50,0,350,0
graphstate_indep_qiskit_12.qasm,12,24,7,0,0,12,0
qpeexact_indep_qiskit_99.qasm,99,197,296,0,0,4900,0
qftentangled_indep_qiskit_8.qasm,8,16,19,7,0,39,0
dj_indep_qiskit_86.qasm,86,171,88,85,0,85,0
dj_indep_qiskit_69.qasm,69,137,71,68,0,68,0
su2random_indep_qiskit_60.qasm,60,120,242,5310,0,5310,0
qpeexact_indep_qiskit_60.qasm,60,119,179,0,0,1799,0
dj_indep_qiskit_129.qasm,129,257,131,128,0,128,0
wstate_indep_qiskit_12.qasm,12,24,25,11,0,22,0
ae_indep_qiskit_30.qasm,30,60,174,58,0,464,0
graphstate_indep_qiskit_114.qasm,114,228,8,0,0,114,0
dj_indep_qiskit_90.qasm,90,179,92,89,0,89,0
twolocalrandom_indep_qiskit_13.qasm,13,26,54,234,0,234,0
qpeexact_indep_qiskit_37.qasm,37,73,110,0,0,684,0
qpeexact_indep_qiskit_105.qasm,105,209,314,0,0,5512,0
ae_indep_qiskit_88.qasm,88,176,522,174,0,3915,0
wstate_indep_qiskit_126.qasm,126,252,253,125,0,250,0
random_indep_qiskit_97.qasm,97,194,1294,5761,290,10827,614
realamprandom_indep_qiskit_86.qasm,86,172,346,10965,0,10965,0
su2random_indep_qiskit_37.qasm,37,74,150,1998,0,1998,0
qft_indep_qiskit_97.qasm,97,291,195,0,0,4704,0
qpeinexact_indep_qiskit_85.qasm,85,169,254,0,0,3612,0
random_indep_qiskit_78.qasm,78,156,1037,3885,170,7157,442
realamprandom_indep_qiskit_69.qasm,69,138,278,7038,0,7038,0
qwalk-noancilla_indep_qiskit_9.qasm,9,18,6068,3030,0,5940,6
qft_indep_qiskit_78.qasm,78,234,157,0,0,3042,0
qft_indep_qiskit_122.qasm,122,366,245,0,0,7442,0
wstate_indep_qiskit_45.qasm,45,90,91,44,0,88,0
graphstate_indep_qiskit_53.qasm,53,106,9,0,0,53,0
ae_indep_qiskit_67.qasm,67,134,396,132,0,2277,0
portfolioqaoa_indep_qiskit_17.qasm,17,51,71,0,0,408,0
qftentangled_indep_qiskit_126.qasm,126,252,255,125,0,8063,0
qnn_indep_qiskit_101.qasm,101,202,1005,20300,0,20300,0
vqe_indep_qiskit_4.qasm,4,8,9,6,0,6,0
random_indep_qiskit_4.qasm,4,8,28,12,1,16,1
ae_indep_qiskit_6.qasm,6,12,30,10,0,20,0
dj_indep_qiskit_28.qasm,28,55,30,27,0,27,0
realamprandom_indep_qiskit_102.qasm,102,204,410,15453,0,15453,0
twolocalrandom_indep_qiskit_44.qasm,44,88,178,2838,0,2838,0
realamprandom_indep_qiskit_12.qasm,12,24,50,198,0,198,0
qpeinexact_indep_qiskit_11.qasm,11,21,32,0,0,60,0
random_indep_qiskit_118.qasm,118,236,1626,8683,421,16086,971
qftentangled_indep_qiskit_25.qasm,25,50,53,24,0,336,0
dj_indep_qiskit_105.qasm,105,209,107,104,0,104,0
graphstate_indep_qiskit_28.qasm,28,56,7,0,0,28,0
ghz_indep_qiskit_118.qasm,118,236,119,117,0,117,0
dj_indep_qiskit_53.qasm,53,105,55,52,0,52,0
ghz_indep_qiskit_99.qasm,99,198,100,98,0,98,0
twolocalrandom_indep_qiskit_130.qasm,130,260,522,25155,0,25155,0
ghz_indep_qiskit_76.qasm,76,152,77,75,0,75,0
qpeinexact_indep_qiskit_116.qasm,116,231,347,0,0,6727,0
qnn_indep_qiskit_24.qasm,24,48,235,1127,0,1127,0
qaoa_indep_qiskit_10.qasm,10,20,11,0,0,20,0
ae_indep_qiskit_100.qasm,100,200,594,198,0,5049,0
wstate_indep_qiskit_69.qasm,69,138,139,68,0,136,0
qftentangled_indep_qiskit_72.qasm,72,144,147,71,0,2663,0
qft_indep_qiskit_54.qasm,54,162,109,0,0,1458,0
qpeinexact_indep_qiskit_46.qasm,46,91,137,0,0,1057,0
random_indep_qiskit_54.qasm,54,108,646,1809,100,3349,184
realamprandom_indep_qiskit_45.qasm,45,90,182,2970,0,2970,0
